sl_mult,tp_mult,threshold,min_rr,return_pct,sharpe,win_rate,profit_factor,max_dd,trades,sl_exits,tp_exits,avg_mae,avg_mfe,alpha,composite
2.8,4.0,55,1.8,6.596220435173586,1.6502349974046566,45.0,1.2572216133863807,4.20096630713364,80,44,36,2.3717678026494835,2.751775121721455,41.201527428627635,55.40407493743959
2.8,4.5,55,1.8,6.596220435173586,1.6502349974046566,45.0,1.2572216133863807,4.20096630713364,80,44,36,2.3717678026494835,2.751775121721455,41.201527428627635,55.40407493743959
3.0,4.5,55,2.0,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.0,5.5,55,2.0,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.0,5.0,55,2.0,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.0,6.0,55,1.5,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.0,3.5,55,2.0,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.0,6.0,55,1.8,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.0,6.0,55,2.0,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.0,4.0,55,2.0,5.151915319894283,1.5633330007229664,40.67796610169492,1.251282672029242,4.31717138410893,59,34,24,2.5998810368030303,3.027692023145021,39.757222313348336,54.76861554949501
3.2,4.5,60,2.0,4.7773893511985985,1.574551945023532,38.46153846153847,1.2639246640621822,5.362561598649445,52,32,20,2.5749285831333424,3.005932415835174,39.38269634465265,54.69087204470878
3.2,4.0,60,2.0,4.7773893511985985,1.574551945023532,38.46153846153847,1.2639246640621822,5.362561598649445,52,32,20,2.5749285831333424,3.005932415835174,39.38269634465265,54.69087204470878
3.2,5.5,60,2.0,4.7773893511985985,1.574551945023532,38.46153846153847,1.2639246640621822,5.362561598649445,52,32,20,2.5749285831333424,3.005932415835174,39.38269634465265,54.69087204470878
3.2,5.0,60,2.0,4.7773893511985985,1.574551945023532,38.46153846153847,1.2639246640621822,5.362561598649445,52,32,20,2.5749285831333424,3.005932415835174,39.38269634465265,54.69087204470878
